Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID
ENSG00000253598	ENSG00000253598.3	347051
ENSG00000288559	ENSG00000288559.1	
ENSG00000236756	ENSG00000236756.4	414245
ENSG00000280193	ENSG00000280193.1	
ENSG00000138813	ENSG00000138813.10	84103
ENSG00000182180	ENSG00000182180.14	51021
ENSG00000104231	ENSG00000104231.11	79752
ENSG00000227540	ENSG00000227540.1	414245
ENSG00000200356	ENSG00000200356.1	
ENSG00000004866	ENSG00000004866.22	7982
ENSG00000004866	ENSG00000004866.22	93655
ENSG00000133641	ENSG00000133641.18	91298
ENSG00000207473	ENSG00000207473.1	
ENSG00000138279	ENSG00000138279.16	310
ENSG00000271010	ENSG00000271010.1	
ENSG00000129353	ENSG00000129353.15	57153
ENSG00000138823	ENSG00000138823.14	4547
ENSG00000286420	ENSG00000286420.1	
ENSG00000248745	ENSG00000248745.2	
ENSG00000170365	ENSG00000170365.10	4086
ENSG00000261915	ENSG00000261915.6	
ENSG00000007392	ENSG00000007392.17	55692
ENSG00000215041	ENSG00000215041.10	84461
ENSG00000252747	ENSG00000252747.1	
ENSG00000102312	ENSG00000102312.24	64840
ENSG00000257752	ENSG00000257752.1	
ENSG00000158113	ENSG00000158113.13	254050
ENSG00000250582	ENSG00000250582.1	101927659
ENSG00000250902	ENSG00000250902.1	
ENSG00000249245	ENSG00000249245.2	
ENSG00000248356	ENSG00000248356.1	
ENSG00000237136	ENSG00000237136.8	646603
ENSG00000233144	ENSG00000233144.1	
ENSG00000048740	ENSG00000048740.19	10659
ENSG00000151611	ENSG00000151611.17	166785
ENSG00000188747	ENSG00000188747.9	10811
ENSG00000277535	ENSG00000277535.4	727838
ENSG00000204671	ENSG00000204671.2	386653
ENSG00000183918	ENSG00000183918.18	4068
ENSG00000203740	ENSG00000203740.4	149281
ENSG00000176383	ENSG00000176383.9	79369
ENSG00000230502	ENSG00000230502.1	
ENSG00000271686	ENSG00000271686.1	
ENSG00000197822	ENSG00000197822.12	100506658
ENSG00000226547	ENSG00000226547.2	
ENSG00000162374	ENSG00000162374.18	1996
ENSG00000147246	ENSG00000147246.10	3358
ENSG00000256861	ENSG00000256861.1	
ENSG00000230269	ENSG00000230269.7	
ENSG00000082269	ENSG00000082269.17	57579
ENSG00000139719	ENSG00000139719.11	65082
ENSG00000145242	ENSG00000145242.14	2044
ENSG00000224664	ENSG00000224664.2	
ENSG00000289287	ENSG00000289287.1	
ENSG00000208839	ENSG00000208839.1	677816
ENSG00000212100	ENSG00000212100.2	100313838
ENSG00000222321	ENSG00000222321.1	100302144
ENSG00000276158	ENSG00000276158.2	100302251
ENSG00000221710	ENSG00000221710.1	100302153
ENSG00000222715	ENSG00000222715.1	100302222
ENSG00000224773	ENSG00000224773.2	
ENSG00000199001	ENSG00000199001.1	554212
ENSG00000270413	ENSG00000270413.1	
ENSG00000236880	ENSG00000236880.1	
ENSG00000102125	ENSG00000102125.17	6901
ENSG00000232723	ENSG00000232723.1	
ENSG00000213339	ENSG00000213339.9	81890
ENSG00000113396	ENSG00000113396.13	28965
ENSG00000265451	ENSG00000265451.1	
ENSG00000264229	ENSG00000264229.1	100151683
ENSG00000222467	ENSG00000222467.1	
ENSG00000230993	ENSG00000230993.1	
ENSG00000236724	ENSG00000236724.1	
ENSG00000237009	ENSG00000237009.2	84850
ENSG00000230001	ENSG00000230001.1	
ENSG00000228322	ENSG00000228322.1	
ENSG00000279721	ENSG00000279721.1	
ENSG00000213239	ENSG00000213239.3	
ENSG00000200941	ENSG00000200941.1	
ENSG00000137073	ENSG00000137073.24	55833
ENSG00000155438	ENSG00000155438.12	84365
ENSG00000139880	ENSG00000139880.21	64403
ENSG00000137460	ENSG00000137460.10	85462
ENSG00000211460	ENSG00000211460.12	7247
ENSG00000214760	ENSG00000214760.3	
ENSG00000257097	ENSG00000257097.1	
ENSG00000227825	ENSG00000227825.4	121456
ENSG00000129187	ENSG00000129187.15	1635
ENSG00000225185	ENSG00000225185.3	
ENSG00000212443	ENSG00000212443.1	677832
ENSG00000166130	ENSG00000166130.15	121457
ENSG00000248634	ENSG00000248634.1	
ENSG00000288697	ENSG00000288697.1	
ENSG00000066583	ENSG00000066583.12	51015
ENSG00000151332	ENSG00000151332.20	51562
ENSG00000207972	ENSG00000207972.1	693223
ENSG00000265879	ENSG00000265879.1	100616425
ENSG00000207752	ENSG00000207752.1	406976
ENSG00000275640	ENSG00000275640.1	102466737
ENSG00000099203	ENSG00000099203.7	11018
ENSG00000162086	ENSG00000162086.16	7627
ENSG00000264563	ENSG00000264563.1	100616175
ENSG00000286274	ENSG00000286274.1	
ENSG00000120802	ENSG00000120802.14	7112
ENSG00000250448	ENSG00000250448.1	
ENSG00000248403	ENSG00000248403.1	
ENSG00000254441	ENSG00000254441.1	
ENSG00000248150	ENSG00000248150.1	101929505
ENSG00000249737	ENSG00000249737.1	
ENSG00000165490	ENSG00000165490.13	220042
ENSG00000173545	ENSG00000173545.5	90441
ENSG00000270798	ENSG00000270798.1	
ENSG00000010438	ENSG00000010438.17	5646
ENSG00000224655	ENSG00000224655.7	101927801
ENSG00000164695	ENSG00000164695.5	92421
ENSG00000214212	ENSG00000214212.9	255809
ENSG00000250415	ENSG00000250415.1	
ENSG00000168275	ENSG00000168275.16	388753
ENSG00000201370	ENSG00000201370.1	
ENSG00000288622	ENSG00000288622.1	
ENSG00000169180	ENSG00000169180.12	23214
ENSG00000171617	ENSG00000171617.15	8507
ENSG00000253334	ENSG00000253334.1	
ENSG00000231942	ENSG00000231942.3	
ENSG00000253133	ENSG00000253133.2	
ENSG00000253943	ENSG00000253943.1	
ENSG00000267544	ENSG00000267544.1	117751740
ENSG00000147536	ENSG00000147536.12	84296
ENSG00000229143	ENSG00000229143.1	
ENSG00000241563	ENSG00000241563.4	1325
ENSG00000121989	ENSG00000121989.15	92
ENSG00000153207	ENSG00000153207.16	25909
ENSG00000130844	ENSG00000130844.19	55422
ENSG00000256235	ENSG00000256235.3	85027
ENSG00000148339	ENSG00000148339.13	114789
ENSG00000112893	ENSG00000112893.10	4124
ENSG00000066427	ENSG00000066427.25	4287
ENSG00000242279	ENSG00000242279.1	
ENSG00000137473	ENSG00000137473.19	83894
ENSG00000254698	ENSG00000254698.1	
ENSG00000137502	ENSG00000137502.10	27314
ENSG00000253174	ENSG00000253174.2	
ENSG00000287535	ENSG00000287535.1	
ENSG00000224647	ENSG00000224647.2	
ENSG00000158669	ENSG00000158669.11	137964
ENSG00000072818	ENSG00000072818.12	9744
ENSG00000109475	ENSG00000109475.17	6164
ENSG00000139194	ENSG00000139194.8	83758
ENSG00000183137	ENSG00000183137.15	285753
ENSG00000200345	ENSG00000200345.2	
ENSG00000256967	ENSG00000256967.1	
ENSG00000113739	ENSG00000113739.11	8614
ENSG00000139182	ENSG00000139182.15	9746
ENSG00000212389	ENSG00000212389.1	
ENSG00000223911	ENSG00000223911.1	
ENSG00000138756	ENSG00000138756.19	55589
ENSG00000115947	ENSG00000115947.14	5000
ENSG00000263171	ENSG00000263171.1	
ENSG00000174282	ENSG00000174282.12	57659
ENSG00000182613	ENSG00000182613.3	285659
ENSG00000177721	ENSG00000177721.5	389289
ENSG00000262500	ENSG00000262500.1	
ENSG00000113108	ENSG00000113108.20	10307
ENSG00000264578	ENSG00000264578.1	
ENSG00000262539	ENSG00000262539.1	
ENSG00000265411	ENSG00000265411.1	
ENSG00000260075	ENSG00000260075.1	
ENSG00000147533	ENSG00000147533.19	51125
ENSG00000137094	ENSG00000137094.16	25822
ENSG00000266497	ENSG00000266497.1	
ENSG00000265315	ENSG00000265315.1	
ENSG00000232300	ENSG00000232300.1	
ENSG00000263934	ENSG00000263934.5	
ENSG00000264940	ENSG00000264940.5	
ENSG00000236022	ENSG00000236022.6	
ENSG00000254522	ENSG00000254522.1	
ENSG00000153130	ENSG00000153130.18	60592
ENSG00000207221	ENSG00000207221.1	100379250
ENSG00000263206	ENSG00000263206.1	
ENSG00000255503	ENSG00000255503.1	
ENSG00000279900	ENSG00000279900.1	
ENSG00000281856	ENSG00000281856.1	
ENSG00000255010	ENSG00000255010.1	
ENSG00000254965	ENSG00000254965.1	
ENSG00000253826	ENSG00000253826.1	
ENSG00000224777	ENSG00000224777.3	
ENSG00000235397	ENSG00000235397.1	100874018
ENSG00000270921	ENSG00000270921.1	
ENSG00000221540	ENSG00000221540.1	100302256
ENSG00000286799	ENSG00000286799.1	
ENSG00000255229	ENSG00000255229.1	
ENSG00000166484	ENSG00000166484.20	5598
ENSG00000222225	ENSG00000222225.1	124904108
ENSG00000222225	ENSG00000222225.1	124904706
ENSG00000222225	ENSG00000222225.1	124906683
ENSG00000188076	ENSG00000188076.3	147199
ENSG00000122386	ENSG00000122386.11	7755
ENSG00000254559	ENSG00000254559.1	
ENSG00000283920	ENSG00000283920.1	102465445
ENSG00000142082	ENSG00000142082.15	23410
ENSG00000151247	ENSG00000151247.13	1977
ENSG00000156869	ENSG00000156869.14	391059
ENSG00000177239	ENSG00000177239.16	11253
ENSG00000277290	ENSG00000277290.1	
ENSG00000166816	ENSG00000166816.15	197257
ENSG00000174885	ENSG00000174885.13	171389
ENSG00000285770	ENSG00000285770.1	
ENSG00000033122	ENSG00000033122.21	57554
ENSG00000255572	ENSG00000255572.1	
ENSG00000204406	ENSG00000204406.14	55777
ENSG00000256480	ENSG00000256480.1	
ENSG00000258012	ENSG00000258012.1	
ENSG00000257195	ENSG00000257195.1	
ENSG00000279551	ENSG00000279551.1	
ENSG00000247131	ENSG00000247131.6	101928002
ENSG00000258052	ENSG00000258052.1	
ENSG00000252995	ENSG00000252995.1	
ENSG00000259548	ENSG00000259548.1	
ENSG00000136371	ENSG00000136371.11	10588
ENSG00000166268	ENSG00000166268.11	196446
ENSG00000255026	ENSG00000255026.1	
ENSG00000142102	ENSG00000142102.16	80162
ENSG00000059122	ENSG00000059122.17	84256
ENSG00000166482	ENSG00000166482.12	4239
ENSG00000261229	ENSG00000261229.6	
ENSG00000259332	ENSG00000259332.3	100528021
ENSG00000152583	ENSG00000152583.13	8404
ENSG00000279394	ENSG00000279394.1	
ENSG00000286813	ENSG00000286813.1	
ENSG00000278600	ENSG00000278600.1	
ENSG00000259642	ENSG00000259642.2	
ENSG00000288604	ENSG00000288604.1	
ENSG00000259770	ENSG00000259770.2	
ENSG00000271364	ENSG00000271364.1	
ENSG00000279705	ENSG00000279705.1	
ENSG00000233616	ENSG00000233616.2	
ENSG00000275460	ENSG00000275460.1	
ENSG00000234156	ENSG00000234156.3	
ENSG00000264933	ENSG00000264933.2	
ENSG00000199705	ENSG00000199705.1	
ENSG00000232599	ENSG00000232599.1	
ENSG00000086666	ENSG00000086666.19	54469
ENSG00000009694	ENSG00000009694.14	10178
ENSG00000136834	ENSG00000136834.3	347168
ENSG00000197233	ENSG00000197233.7	26740
ENSG00000239590	ENSG00000239590.1	26219
ENSG00000171505	ENSG00000171505.5	138883
ENSG00000171501	ENSG00000171501.10	138882
ENSG00000257241	ENSG00000257241.1	
ENSG00000257139	ENSG00000257139.1	
ENSG00000287132	ENSG00000287132.1	
ENSG00000228914	ENSG00000228914.2	
ENSG00000279530	ENSG00000279530.2	
ENSG00000165202	ENSG00000165202.3	158131
ENSG00000135643	ENSG00000135643.5	27345
ENSG00000173679	ENSG00000173679.2	26737
ENSG00000156042	ENSG00000156042.19	118491
ENSG00000226783	ENSG00000226783.1	
ENSG00000287480	ENSG00000287480.1	
ENSG00000107249	ENSG00000107249.24	169792
ENSG00000166164	ENSG00000166164.16	29117
ENSG00000222405	ENSG00000222405.1	
ENSG00000175899	ENSG00000175899.15	2
ENSG00000206013	ENSG00000206013.2	387733
ENSG00000255533	ENSG00000255533.1	
ENSG00000254910	ENSG00000254910.1	
ENSG00000251661	ENSG00000251661.3	
ENSG00000255089	ENSG00000255089.1	
ENSG00000270972	ENSG00000270972.1	
ENSG00000182272	ENSG00000182272.12	338707
ENSG00000143278	ENSG00000143278.5	2165
ENSG00000281469	ENSG00000281469.1	
ENSG00000281772	ENSG00000281772.1	
ENSG00000212181	ENSG00000212181.1	124900532
ENSG00000224007	ENSG00000224007.1	
ENSG00000287196	ENSG00000287196.1	
ENSG00000232238	ENSG00000232238.1	
ENSG00000128482	ENSG00000128482.16	7732
ENSG00000116678	ENSG00000116678.20	3953
ENSG00000015568	ENSG00000015568.13	84220
ENSG00000184363	ENSG00000184363.10	11187
ENSG00000107669	ENSG00000107669.19	11101
ENSG00000128591	ENSG00000128591.16	2318
ENSG00000124786	ENSG00000124786.12	51000
ENSG00000265126	ENSG00000265126.1	
ENSG00000235979	ENSG00000235979.9	
ENSG00000147799	ENSG00000147799.12	80728
ENSG00000227078	ENSG00000227078.1	
ENSG00000283675	ENSG00000283675.1	
ENSG00000189343	ENSG00000189343.7	
ENSG00000231477	ENSG00000231477.2	
ENSG00000228331	ENSG00000228331.2	
ENSG00000109771	ENSG00000109771.16	55805
ENSG00000175787	ENSG00000175787.17	169841
ENSG00000179148	ENSG00000179148.10	59344
ENSG00000185187	ENSG00000185187.13	59307
ENSG00000101916	ENSG00000101916.12	51311
ENSG00000157335	ENSG00000157335.21	283971
ENSG00000157335	ENSG00000157335.21	497190
ENSG00000157335	ENSG00000157335.21	124907799
ENSG00000157335	ENSG00000157335.21	124907806
ENSG00000200789	ENSG00000200789.1	
ENSG00000212769	ENSG00000212769.5	
ENSG00000271933	ENSG00000271933.1	
ENSG00000288817	ENSG00000288817.1	
ENSG00000205542	ENSG00000205542.11	7114
ENSG00000165678	ENSG00000165678.22	27069
ENSG00000105723	ENSG00000105723.13	2931
ENSG00000237679	ENSG00000237679.2	
ENSG00000232063	ENSG00000232063.2	
ENSG00000224815	ENSG00000224815.3	
ENSG00000282886	ENSG00000282886.1	
ENSG00000278486	ENSG00000278486.1	
ENSG00000286850	ENSG00000286850.1	
ENSG00000224245	ENSG00000224245.1	
ENSG00000158856	ENSG00000158856.19	2039
ENSG00000202445	ENSG00000202445.1	
ENSG00000285972	ENSG00000285972.1	642934
ENSG00000130957	ENSG00000130957.5	8789
ENSG00000188373	ENSG00000188373.5	387695
ENSG00000241002	ENSG00000241002.1	
ENSG00000202536	ENSG00000202536.2	
ENSG00000241741	ENSG00000241741.1	
ENSG00000250500	ENSG00000250500.1	
ENSG00000187268	ENSG00000187268.12	171484
ENSG00000047936	ENSG00000047936.11	6098
ENSG00000148600	ENSG00000148600.15	92211
ENSG00000234841	ENSG00000234841.4	
ENSG00000251126	ENSG00000251126.2	
ENSG00000228814	ENSG00000228814.4	
ENSG00000248152	ENSG00000248152.2	105377373
ENSG00000165140	ENSG00000165140.12	2203
ENSG00000249373	ENSG00000249373.2	
ENSG00000283193	ENSG00000283193.1	100302188
ENSG00000185527	ENSG00000185527.12	5148
ENSG00000275810	ENSG00000275810.1	102465878
ENSG00000196656	ENSG00000196656.7	
ENSG00000239279	ENSG00000239279.3	
ENSG00000206820	ENSG00000206820.1	
ENSG00000205208	ENSG00000205208.5	201725
ENSG00000171503	ENSG00000171503.13	2110
ENSG00000204237	ENSG00000204237.5	339229
ENSG00000225470	ENSG00000225470.9	554203
ENSG00000185298	ENSG00000185298.13	339230
ENSG00000212158	ENSG00000212158.1	692107
ENSG00000169777	ENSG00000169777.7	50834
ENSG00000106780	ENSG00000106780.9	1955
ENSG00000175182	ENSG00000175182.15	131408
ENSG00000146094	ENSG00000146094.16	79930
ENSG00000277784	ENSG00000277784.1	102465471
ENSG00000275902	ENSG00000275902.1	
ENSG00000262814	ENSG00000262814.8	6182
ENSG00000185101	ENSG00000185101.13	338440
ENSG00000284337	ENSG00000284337.1	
ENSG00000238181	ENSG00000238181.2	
ENSG00000166148	ENSG00000166148.4	552
ENSG00000119402	ENSG00000119402.18	26190
ENSG00000262660	ENSG00000262660.1	
ENSG00000110987	ENSG00000110987.9	605
ENSG00000283684	ENSG00000283684.1	
ENSG00000240069	ENSG00000240069.1	
ENSG00000183048	ENSG00000183048.12	1468
ENSG00000225108	ENSG00000225108.1	
ENSG00000204588	ENSG00000204588.5	440894
ENSG00000214736	ENSG00000214736.8	100188893
ENSG00000235721	ENSG00000235721.1	
ENSG00000229730	ENSG00000229730.2	
ENSG00000283283	ENSG00000283283.2	
ENSG00000119392	ENSG00000119392.16	2733
ENSG00000265682	ENSG00000265682.1	100422994
ENSG00000144063	ENSG00000144063.4	7851
ENSG00000174099	ENSG00000174099.12	253827
ENSG00000197935	ENSG00000197935.7	282890
ENSG00000159352	ENSG00000159352.16	5710
ENSG00000204033	ENSG00000204033.10	340745
ENSG00000164597	ENSG00000164597.15	10466
ENSG00000264979	ENSG00000264979.1	100616123
ENSG00000233370	ENSG00000233370.1	
ENSG00000268643	ENSG00000268643.2	
ENSG00000282304	ENSG00000282304.1	
ENSG00000105732	ENSG00000105732.13	64763
ENSG00000249541	ENSG00000249541.1	
ENSG00000251374	ENSG00000251374.1	
ENSG00000186468	ENSG00000186468.13	6228
ENSG00000152894	ENSG00000152894.15	5796
ENSG00000282785	ENSG00000282785.1	
ENSG00000266226	ENSG00000266226.1	100422980
ENSG00000259436	ENSG00000259436.1	
ENSG00000243562	ENSG00000243562.3	
ENSG00000263881	ENSG00000263881.1	100847033
ENSG00000255237	ENSG00000255237.1	
ENSG00000283167	ENSG00000283167.2	
ENSG00000148604	ENSG00000148604.15	5995
ENSG00000175591	ENSG00000175591.12	5029
ENSG00000160570	ENSG00000160570.14	162989
ENSG00000226991	ENSG00000226991.2	
ENSG00000230650	ENSG00000230650.1	
ENSG00000175772	ENSG00000175772.11	
ENSG00000226065	ENSG00000226065.1	
ENSG00000186765	ENSG00000186765.12	25794
ENSG00000230376	ENSG00000230376.1	
ENSG00000252178	ENSG00000252178.1	
ENSG00000226902	ENSG00000226902.1	
ENSG00000230596	ENSG00000230596.3	
ENSG00000101966	ENSG00000101966.14	331
ENSG00000273471	ENSG00000273471.1	
ENSG00000260401	ENSG00000260401.1	
ENSG00000227574	ENSG00000227574.2	
ENSG00000256347	ENSG00000256347.1	
ENSG00000257038	ENSG00000257038.1	
ENSG00000114859	ENSG00000114859.16	1181
ENSG00000250699	ENSG00000250699.1	
ENSG00000171631	ENSG00000171631.16	5031
ENSG00000172795	ENSG00000172795.17	167227
ENSG00000144061	ENSG00000144061.14	4867
ENSG00000203930	ENSG00000203930.13	286411
ENSG00000108469	ENSG00000108469.15	9400
ENSG00000288671	ENSG00000288671.1	
ENSG00000241226	ENSG00000241226.3	
ENSG00000010310	ENSG00000010310.9	2696
ENSG00000158710	ENSG00000158710.15	8407
ENSG00000288642	ENSG00000288642.1	
ENSG00000140379	ENSG00000140379.9	597
ENSG00000147044	ENSG00000147044.23	8573
ENSG00000148602	ENSG00000148602.6	26103
ENSG00000167526	ENSG00000167526.14	6137
ENSG00000229404	ENSG00000229404.6	170425
ENSG00000275332	ENSG00000275332.1	
ENSG00000274383	ENSG00000274383.1	
ENSG00000090487	ENSG00000090487.11	51324
ENSG00000162734	ENSG00000162734.13	8682
ENSG00000168916	ENSG00000168916.16	57507
ENSG00000197150	ENSG00000197150.13	11194
ENSG00000233189	ENSG00000233189.1	
ENSG00000225423	ENSG00000225423.1	
ENSG00000225928	ENSG00000225928.2	
ENSG00000026025	ENSG00000026025.16	7431
ENSG00000288681	ENSG00000288681.1	
ENSG00000185885	ENSG00000185885.17	8519
ENSG00000110881	ENSG00000110881.12	41
ENSG00000049239	ENSG00000049239.13	9563
ENSG00000254449	ENSG00000254449.1	
ENSG00000166257	ENSG00000166257.10	55800
ENSG00000186564	ENSG00000186564.6	2306
ENSG00000244038	ENSG00000244038.11	1650
ENSG00000271817	ENSG00000271817.2	124900922
ENSG00000171497	ENSG00000171497.5	5481
ENSG00000140807	ENSG00000140807.7	85407
ENSG00000249112	ENSG00000249112.1	
ENSG00000251456	ENSG00000251456.1	
ENSG00000242814	ENSG00000242814.2	
ENSG00000248626	ENSG00000248626.1	
ENSG00000199398	ENSG00000199398.1	
ENSG00000116690	ENSG00000116690.13	10216
ENSG00000113312	ENSG00000113312.12	7265
ENSG00000206703	ENSG00000206703.1	
ENSG00000249973	ENSG00000249973.2	
ENSG00000029559	ENSG00000029559.7	3381
ENSG00000183199	ENSG00000183199.6	
ENSG00000286618	ENSG00000286618.1	
ENSG00000202000	ENSG00000202000.1	
ENSG00000118762	ENSG00000118762.8	5311
ENSG00000207773	ENSG00000207773.1	693227
ENSG00000283212	ENSG00000283212.1	100500845
ENSG00000011478	ENSG00000011478.13	54814
ENSG00000260029	ENSG00000260029.2	
ENSG00000278909	ENSG00000278909.1	
ENSG00000205414	ENSG00000205414.1	
ENSG00000260249	ENSG00000260249.3	
ENSG00000254467	ENSG00000254467.2	
ENSG00000270120	ENSG00000270120.1	
ENSG00000264947	ENSG00000264947.1	100422972
ENSG00000260616	ENSG00000260616.6	105371251
ENSG00000166261	ENSG00000166261.11	7753
ENSG00000261703	ENSG00000261703.1	105371252
ENSG00000177051	ENSG00000177051.6	23403
ENSG00000260042	ENSG00000260042.1	
ENSG00000199771	ENSG00000199771.1	
ENSG00000260828	ENSG00000260828.1	
ENSG00000279407	ENSG00000279407.1	
ENSG00000288669	ENSG00000288669.1	
ENSG00000167680	ENSG00000167680.17	10501
ENSG00000205336	ENSG00000205336.14	9289
ENSG00000271384	ENSG00000271384.1	
ENSG00000213761	ENSG00000213761.4	
ENSG00000271314	ENSG00000271314.1	
ENSG00000271155	ENSG00000271155.1	
ENSG00000271659	ENSG00000271659.1	
ENSG00000165006	ENSG00000165006.14	51271
ENSG00000187783	ENSG00000187783.12	643236
ENSG00000118777	ENSG00000118777.12	9429
ENSG00000223908	ENSG00000223908.5	
ENSG00000247699	ENSG00000247699.2	
ENSG00000103707	ENSG00000103707.10	123263
ENSG00000145808	ENSG00000145808.10	171019
ENSG00000172731	ENSG00000172731.15	55222
ENSG00000235162	ENSG00000235162.9	387882
ENSG00000259120	ENSG00000259120.3	100130933
ENSG00000224153	ENSG00000224153.3	105374250
ENSG00000283625	ENSG00000283625.1	
ENSG00000227509	ENSG00000227509.1	
ENSG00000200579	ENSG00000200579.1	
ENSG00000200197	ENSG00000200197.1	
ENSG00000008226	ENSG00000008226.20	9940
ENSG00000254430	ENSG00000254430.1	
ENSG00000161526	ENSG00000161526.15	29115
ENSG00000274004	ENSG00000274004.1	
ENSG00000255311	ENSG00000255311.5	
ENSG00000254629	ENSG00000254629.1	
ENSG00000250257	ENSG00000250257.1	
ENSG00000270218	ENSG00000270218.1	
ENSG00000254713	ENSG00000254713.2	
ENSG00000186198	ENSG00000186198.4	123264
ENSG00000240174	ENSG00000240174.1	
ENSG00000254787	ENSG00000254787.1	
ENSG00000274006	ENSG00000274006.1	
ENSG00000276179	ENSG00000276179.1	
ENSG00000255555	ENSG00000255555.1	
ENSG00000232497	ENSG00000232497.1	
ENSG00000255396	ENSG00000255396.2	
ENSG00000236777	ENSG00000236777.1	
ENSG00000277351	ENSG00000277351.1	
ENSG00000223601	ENSG00000223601.3	340900
ENSG00000213305	ENSG00000213305.3	
ENSG00000103710	ENSG00000103710.11	51285
ENSG00000260205	ENSG00000260205.1	
ENSG00000227462	ENSG00000227462.1	
ENSG00000254684	ENSG00000254684.1	
ENSG00000286832	ENSG00000286832.1	
ENSG00000145632	ENSG00000145632.15	10769
ENSG00000254897	ENSG00000254897.1	
ENSG00000279631	ENSG00000279631.1	
ENSG00000261671	ENSG00000261671.1	
ENSG00000197961	ENSG00000197961.12	7675
ENSG00000206583	ENSG00000206583.1	
ENSG00000233318	ENSG00000233318.2	
ENSG00000148444	ENSG00000148444.16	23412
ENSG00000171204	ENSG00000171204.13	55863
ENSG00000284791	ENSG00000284791.2	113523638
ENSG00000205810	ENSG00000205810.9	3823
ENSG00000241853	ENSG00000241853.1	
ENSG00000201707	ENSG00000201707.1	
ENSG00000221440	ENSG00000221440.1	
ENSG00000251285	ENSG00000251285.2	
ENSG00000197256	ENSG00000197256.11	25959
ENSG00000199326	ENSG00000199326.1	
ENSG00000227383	ENSG00000227383.1	
ENSG00000266690	ENSG00000266690.1	100422826
ENSG00000272620	ENSG00000272620.2	84740
ENSG00000279336	ENSG00000279336.1	
ENSG00000252164	ENSG00000252164.1	
ENSG00000233668	ENSG00000233668.1	
ENSG00000222426	ENSG00000222426.1	
ENSG00000278737	ENSG00000278737.1	
ENSG00000229207	ENSG00000229207.1	
ENSG00000259258	ENSG00000259258.1	
ENSG00000164978	ENSG00000164978.18	318
ENSG00000196526	ENSG00000196526.11	60312
ENSG00000090470	ENSG00000090470.15	10081
ENSG00000090612	ENSG00000090612.22	10795
ENSG00000164976	ENSG00000164976.9	57462
ENSG00000207032	ENSG00000207032.1	
ENSG00000154710	ENSG00000154710.18	27342
ENSG00000186638	ENSG00000186638.17	347240
ENSG00000126091	ENSG00000126091.21	6487
ENSG00000166855	ENSG00000166855.9	10845
ENSG00000173258	ENSG00000173258.13	158399
ENSG00000287164	ENSG00000287164.1	124900656
ENSG00000249565	ENSG00000249565.2	
ENSG00000253332	ENSG00000253332.1	
ENSG00000248117	ENSG00000248117.1	
ENSG00000138772	ENSG00000138772.13	306
ENSG00000253233	ENSG00000253233.1	
ENSG00000188676	ENSG00000188676.15	169355
ENSG00000261221	ENSG00000261221.4	100507290
ENSG00000185198	ENSG00000185198.12	400668
ENSG00000171202	ENSG00000171202.7	84233
ENSG00000254143	ENSG00000254143.1	
ENSG00000253665	ENSG00000253665.1	
ENSG00000176907	ENSG00000176907.5	56892
ENSG00000106853	ENSG00000106853.20	22949
ENSG00000223443	ENSG00000223443.3	377630
ENSG00000223443	ENSG00000223443.3	401447
ENSG00000223443	ENSG00000223443.3	124906403
ENSG00000223443	ENSG00000223443.3	124906412
ENSG00000223443	ENSG00000223443.3	124906415
ENSG00000223443	ENSG00000223443.3	124906416
ENSG00000223443	ENSG00000223443.3	124906419
ENSG00000223443	ENSG00000223443.3	124906420
ENSG00000254095	ENSG00000254095.1	
ENSG00000253275	ENSG00000253275.1	
ENSG00000287204	ENSG00000287204.1	
ENSG00000222468	ENSG00000222468.1	
ENSG00000286648	ENSG00000286648.1	
ENSG00000253974	ENSG00000253974.6	100856811
ENSG00000252261	ENSG00000252261.1	
ENSG00000200246	ENSG00000200246.1	
ENSG00000254049	ENSG00000254049.2	100874286
ENSG00000182310	ENSG00000182310.15	147650
ENSG00000286131	ENSG00000286131.1	
ENSG00000212407	ENSG00000212407.1	
ENSG00000254346	ENSG00000254346.2	
ENSG00000254090	ENSG00000254090.1	
ENSG00000253393	ENSG00000253393.1	
ENSG00000136573	ENSG00000136573.15	640
ENSG00000179071	ENSG00000179071.5	220388
ENSG00000279742	ENSG00000279742.1	
ENSG00000146833	ENSG00000146833.16	89122
ENSG00000142089	ENSG00000142089.17	10410
ENSG00000138615	ENSG00000138615.6	8483
ENSG00000271257	ENSG00000271257.1	
ENSG00000265699	ENSG00000265699.1	100616339
ENSG00000250127	ENSG00000250127.1	101928600
ENSG00000250958	ENSG00000250958.1	100861468
ENSG00000012232	ENSG00000012232.10	2137
ENSG00000269897	ENSG00000269897.5	100532731
ENSG00000250682	ENSG00000250682.6	
ENSG00000227744	ENSG00000227744.4	401039
ENSG00000252494	ENSG00000252494.1	
ENSG00000254459	ENSG00000254459.1	
ENSG00000167483	ENSG00000167483.19	199786
ENSG00000266109	ENSG00000266109.1	100616397
ENSG00000255449	ENSG00000255449.1	
ENSG00000264810	ENSG00000264810.1	100616493
ENSG00000286307	ENSG00000286307.1	
ENSG00000287405	ENSG00000287405.1	
ENSG00000241782	ENSG00000241782.1	
ENSG00000265215	ENSG00000265215.1	100423043
ENSG00000264292	ENSG00000264292.1	100616360
ENSG00000288082	ENSG00000288082.1	124908011
ENSG00000255115	ENSG00000255115.2	
